,confirmed_daily,confirmed_cumulative,deaths_daily,deaths_cumulative,recovered_daily,recovered_cumulative,prevalence_daily,incidence_rate,mortality,cfr_daily,cfr_cumulative
3/4/20,2344.0,95338,96.0,3260,2943.0,51170,40908,0.03,0.0,4.1,3.42
3/5/20,2740.0,98078,95.0,3355,2626.0,53796,40927,0.03,0.0,3.47,3.42
3/6/20,3984.0,102062,114.0,3469,2068.0,55864,42729,0.05,0.0,2.86,3.4
3/7/20,4137.0,106199,104.0,3573,2494.0,58358,44268,0.05,0.0,2.51,3.36
3/8/20,3798.0,109997,242.0,3815,2337.0,60695,45487,0.05,0.0,6.37,3.47
3/9/20,4295.0,114292,194.0,4009,1800.0,62495,47788,0.05,0.0,4.52,3.51
3/10/20,4759.0,119051,275.0,4284,1907.0,64402,50365,0.06,0.0,5.78,3.6
3/11/20,7476.0,126527,352.0,4636,2597.0,66999,54892,0.09,0.0,4.71,3.66
3/12/20,6756.0,133283,321.0,4957,1329.0,68328,59998,0.09,0.0,4.75,3.72
3/13/20,13194.0,146477,503.0,5460,1927.0,70255,70762,0.17,0.01,3.81,3.73
3/14/20,10888.0,157365,426.0,5886,2367.0,72622,78857,0.14,0.01,3.91,3.74
3/15/20,11233.0,168598,671.0,6557,3409.0,76031,86010,0.14,0.01,5.97,3.89
3/16/20,14567.0,183165,711.0,7268,2055.0,78086,97811,0.18,0.01,4.88,3.97
3/17/20,15174.0,198339,851.0,8119,2744.0,80830,109390,0.19,0.01,5.61,4.09
3/18/20,17561.0,215900,956.0,9075,2487.0,83317,123508,0.22,0.01,5.44,4.2
3/19/20,27087.0,242987,1142.0,10217,1641.0,84958,147812,0.34,0.01,4.22,4.2
3/20/20,29530.0,272517,1574.0,11791,2445.0,87403,173323,0.37,0.02,5.33,4.33
3/21/20,32427.0,304944,1808.0,13599,4247.0,91650,199695,0.41,0.02,5.58,4.46
3/22/20,34212.0,339156,1828.0,15427,6217.0,97867,225862,0.43,0.02,5.34,4.55
3/23/20,42555.0,381711,2096.0,17523,488.0,98355,265833,0.54,0.03,4.93,4.59
3/24/20,41883.0,423594,2426.0,19949,9619.0,107974,295671,0.53,0.03,5.79,4.71
3/25/20,51481.0,475075,2971.0,22920,5779.0,113753,338402,0.65,0.04,5.77,4.82
3/26/20,60814.0,535889,3253.0,26173,8372.0,122125,387591,0.77,0.04,5.35,4.88
3/27/20,63931.0,599820,3639.0,29812,8785.0,130910,439098,0.81,0.05,5.69,4.97
3/28/20,69582.0,669402,4049.0,33861,8511.0,139421,496120,0.88,0.05,5.82,5.06
3/29/20,56516.0,725918,3819.0,37680,9456.0,148877,539361,0.72,0.05,6.76,5.19
3/30/20,65011.0,790929,4370.0,42050,15336.0,164213,584666,0.83,0.06,6.72,5.32
3/31/20,78442.0,869371,5168.0,47218,13590.0,177803,644350,1.0,0.07,6.59,5.43
4/1/20,86357.0,955728,6644.0,53862,15272.0,193075,708791,1.1,0.08,7.69,5.64
4/2/20,82448.0,1038176,6253.0,60115,17143.0,210218,767843,1.05,0.08,7.58,5.79
4/3/20,84210.0,1122386,6502.0,66617,15422.0,225640,830129,1.07,0.08,7.72,5.94
4/4/20,60121.0,1182507,6359.0,72976,20412.0,246052,863479,0.76,0.08,10.58,6.17
4/5/20,71715.0,1254222,5921.0,78897,13836.0,259888,915437,0.91,0.08,8.26,6.29
4/6/20,74726.0,1328948,6427.0,85324,16709.0,276597,967027,0.95,0.08,8.6,6.42
4/7/20,68938.0,1397886,8517.0,93841,23262.0,299859,1004186,0.88,0.11,12.35,6.71
4/8/20,82176.0,1480062,7220.0,101061,28882.0,328741,1050260,1.04,0.09,8.79,6.83
4/9/20,87181.0,1567243,8155.0,109216,25254.0,353995,1104032,1.11,0.1,9.35,6.97
4/10/20,86422.0,1653665,7741.0,116957,21738.0,375733,1160975,1.1,0.1,8.96,7.07
4/11/20,75515.0,1729180,6982.0,123939,26250.0,401983,1203258,0.96,0.09,9.25,7.17
4/12/20,118581.0,1847761,6514.0,130453,19383.0,421366,1295942,1.51,0.08,5.49,7.06
4/13/20,71832.0,1919593,6513.0,136966,27257.0,448623,1334004,0.91,0.08,9.07,7.14
4/14/20,84633.0,2004226,7357.0,144323,25074.0,473697,1386206,1.07,0.09,8.69,7.2
4/15/20,78256.0,2082482,8765.0,153088,36539.0,510236,1419158,0.99,0.11,11.2,7.35
4/16/20,94468.0,2176950,7712.0,160800,30883.0,541119,1475031,1.2,0.1,8.16,7.39
4/17/20,87880.0,2264830,8888.0,169688,26184.0,567303,1527839,1.12,0.11,10.11,7.49
4/18/20,78252.0,2343082,6430.0,176118,23866.0,591169,1575795,0.99,0.08,8.22,7.52
4/19/20,76322.0,2419404,6101.0,182219,31783.0,622952,1614233,0.97,0.08,7.99,7.53
4/20/20,76482.0,2495886,6511.0,188730,22178.0,645130,1662026,0.97,0.08,8.51,7.56
4/21/20,76087.0,2571973,7196.0,195926,34802.0,679932,1696115,0.97,0.09,9.46,7.62
4/22/20,82038.0,2654011,7279.0,203205,30085.0,710017,1740789,1.04,0.09,8.87,7.66
4/23/20,82717.0,2736728,7270.0,210475,28730.0,738747,1787506,1.05,0.09,8.79,7.69
4/24/20,83563.0,2820291,6838.0,217313,50029.0,788776,1814202,1.06,0.09,8.18,7.71
4/25/20,83205.0,2903496,6050.0,223363,27755.0,816531,1863602,1.06,0.08,7.27,7.69
4/26/20,70795.0,2974291,4816.0,228179,28812.0,845343,1900769,0.9,0.06,6.8,7.67
4/27/20,70984.0,3045275,5445.0,233624,27884.0,873227,1938424,0.9,0.07,7.67,7.67
4/28/20,75832.0,3121107,6629.0,240253,33212.0,906439,1974415,0.96,0.08,8.74,7.7
4/29/20,77328.0,3198435,6980.0,247233,42077.0,948516,2002686,0.98,0.09,9.03,7.73
4/30/20,83652.0,3282087,6253.0,253486,65116.0,1013632,2014969,1.06,0.08,7.48,7.72
5/1/20,88946.0,3371033,5587.0,259073,38157.0,1051789,2060171,1.13,0.07,6.28,7.69
5/2/20,78262.0,3449295,6046.0,265119,40651.0,1092440,2091736,0.99,0.08,7.73,7.69
5/3/20,73997.0,3523292,4275.0,269394,32533.0,1124973,2128925,0.94,0.05,5.78,7.65
5/4/20,77637.0,3600929,4845.0,274239,34086.0,1159059,2167631,0.99,0.06,6.24,7.62
5/5/20,79685.0,3680614,6147.0,280386,36473.0,1195532,2204696,1.01,0.08,7.71,7.62
5/6/20,90422.0,3771036,6760.0,287146,46119.0,1241651,2242239,1.15,0.09,7.48,7.61
5/7/20,89138.0,3860174,5866.0,293012,39525.0,1281176,2285986,1.13,0.07,6.58,7.59
5/8/20,90483.0,3950657,5955.0,298967,36413.0,1317589,2334101,1.15,0.08,6.58,7.57
5/9/20,84343.0,4035000,4918.0,303885,53441.0,1371030,2360085,1.07,0.06,5.83,7.53
5/10/20,75223.0,4110223,4338.0,308223,33809.0,1404839,2397161,0.96,0.06,5.77,7.5
5/11/20,76141.0,4186364,4078.0,312301,46885.0,1451724,2422339,0.97,0.05,5.36,7.46
5/12/20,85280.0,4271644,5730.0,318031,37042.0,1488766,2464847,1.08,0.07,6.72,7.45
5/13/20,84348.0,4355992,5437.0,323468,55872.0,1544638,2487886,1.07,0.07,6.45,7.43
5/14/20,95642.0,4451634,5749.0,329217,39711.0,1584349,2538068,1.21,0.07,6.01,7.4
5/15/20,95902.0,4547536,5753.0,334970,48103.0,1632452,2580114,1.22,0.07,6.0,7.37
5/16/20,93890.0,4641426,4541.0,339511,56411.0,1688863,2613052,1.19,0.06,4.84,7.31
5/17/20,78363.0,4719789,3880.0,343391,41008.0,1729871,2646527,1.0,0.05,4.95,7.28
5/18/20,89132.0,4808921,4395.0,347786,52916.0,1782787,2678348,1.13,0.06,4.93,7.23
5/19/20,95818.0,4904739,4968.0,352754,52052.0,1834839,2717146,1.22,0.06,5.18,7.19
5/20/20,105423.0,5010162,5406.0,358160,58970.0,1893809,2758193,1.34,0.07,5.13,7.15
5/21/20,105973.0,5116135,5035.0,363195,51220.0,1945029,2807911,1.35,0.06,4.75,7.1
5/22/20,107342.0,5223477,5706.0,368901,108547.0,2053576,2801000,1.36,0.07,5.32,7.06
5/23/20,104150.0,5327627,4454.0,373355,54834.0,2108410,2845862,1.32,0.06,4.28,7.01
5/24/20,93216.0,5420843,3400.0,376755,55527.0,2163937,2880151,1.18,0.04,3.65,6.95
5/25/20,88223.0,5509066,1694.0,378449,63729.0,2227666,2902951,1.12,0.02,1.92,6.87
5/26/20,92362.0,5601428,4780.0,383229,55152.0,2282818,2935381,1.17,0.06,5.18,6.84
5/27/20,102556.0,5703984,5220.0,388449,63327.0,2346145,2969390,1.3,0.07,5.09,6.81
5/28/20,119993.0,5823977,4991.0,393440,66863.0,2413008,3017529,1.52,0.06,4.16,6.76
5/29/20,121436.0,5945413,5156.0,398596,77265.0,2490273,3056544,1.54,0.07,4.25,6.7
5/30/20,135043.0,6080456,4359.0,402955,70450.0,2560723,3116778,1.71,0.06,3.23,6.63
5/31/20,102860.0,6183316,3287.0,406242,76384.0,2637107,3139967,1.31,0.04,3.2,6.57
6/1/20,100264.0,6283580,3741.0,409983,54925.0,2692032,3181565,1.27,0.05,3.73,6.52
6/2/20,122641.0,6406221,5271.0,415254,104112.0,2796144,3194823,1.56,0.07,4.3,6.48
6/3/20,111216.0,6517437,5621.0,420875,79091.0,2875235,3221327,1.41,0.07,5.05,6.46
6/4/20,138230.0,6655667,5528.0,426403,70070.0,2945305,3283959,1.76,0.07,4.0,6.41
6/5/20,133406.0,6789073,5057.0,431460,69165.0,3014470,3343143,1.69,0.06,3.79,6.36
6/6/20,129330.0,6918403,4140.0,435600,72204.0,3086674,3396129,1.64,0.05,3.2,6.3
6/7/20,111012.0,7029415,3257.0,438857,55109.0,3141783,3448775,1.41,0.04,2.93,6.24
6/8/20,103048.0,7132463,4455.0,443312,151611.0,3293394,3395757,1.31,0.06,4.32,6.22
6/9/20,125982.0,7258445,5045.0,448357,82270.0,3375664,3434424,1.6,0.06,4.0,6.18
6/10/20,137162.0,7395607,5426.0,453783,79171.0,3454835,3486989,1.74,0.07,3.96,6.14
6/11/20,136186.0,7531793,5137.0,458920,85879.0,3540714,3532159,1.73,0.07,3.77,6.09
6/12/20,127474.0,7659267,4743.0,463663,79720.0,3620434,3575170,1.62,0.06,3.72,6.05
6/13/20,133908.0,7793175,4393.0,468056,85892.0,3706326,3618793,1.7,0.06,3.28,6.01
6/14/20,131947.0,7925122,3782.0,471838,70819.0,3777145,3676139,1.68,0.05,2.87,5.95
6/15/20,124912.0,8050034,4067.0,475905,80275.0,3857420,3716709,1.59,0.05,3.26,5.91
6/16/20,143899.0,8193933,7118.0,483023,97863.0,3955283,3755627,1.83,0.09,4.95,5.89
6/17/20,143202.0,8337135,5477.0,488500,118831.0,4074114,3774521,1.82,0.07,3.82,5.86
6/18/20,143094.0,8480229,5354.0,493854,81163.0,4155277,3831098,1.82,0.07,3.74,5.82
6/19/20,180996.0,8661225,6358.0,500212,94990.0,4250267,3910746,2.3,0.08,3.51,5.78
6/20/20,185883.0,8847108,4482.0,504694,115854.0,4366121,3976293,2.36,0.06,2.41,5.7
6/21/20,93062.0,8940170,4644.0,509338,68686.0,4434807,3996025,1.18,0.06,4.99,5.7
6/22/20,142332.0,9082502,3867.0,513205,91633.0,4526440,4042857,1.81,0.05,2.72,5.65
6/23/20,168123.0,9250625,5569.0,518774,104055.0,4630495,4101356,2.13,0.07,3.31,5.61
6/24/20,171436.0,9422061,5498.0,524272,115751.0,4746246,4151543,2.18,0.07,3.21,5.56
6/25/20,179515.0,9601576,5110.0,529382,92884.0,4839130,4233064,2.28,0.06,2.85,5.51
6/26/20,192490.0,9794066,5083.0,534465,105980.0,4945110,4314491,2.44,0.06,2.64,5.46
6/27/20,176412.0,9970478,4736.0,539201,106286.0,5051396,4379881,2.24,0.06,2.68,5.41
6/28/20,168457.0,10138935,3621.0,542822,89203.0,5140599,4455514,2.14,0.05,2.15,5.35
6/29/20,152682.0,10291617,4072.0,546894,94571.0,5235170,4509553,1.94,0.05,2.67,5.31
6/30/20,183771.0,10475388,5252.0,552146,117340.0,5352510,4570732,2.33,0.07,2.86,5.27
7/1/20,215128.0,10690516,5341.0,557487,115914.0,5468424,4664605,2.73,0.07,2.48,5.21
7/2/20,204970.0,10895486,5514.0,563001,284934.0,5753358,4579127,2.6,0.07,2.69,5.17
7/3/20,202638.0,11098124,5240.0,568241,109888.0,5863246,4666637,2.57,0.07,2.59,5.12
7/4/20,189714.0,11287838,4794.0,573035,195760.0,6059006,4655797,2.41,0.06,2.53,5.08
7/5/20,186220.0,11474058,3845.0,576880,119363.0,6178369,4718809,2.36,0.05,2.06,5.03
7/6/20,168273.0,11642331,4268.0,581148,123699.0,6302068,4759115,2.14,0.05,2.54,4.99
7/7/20,209569.0,11851900,6360.0,587508,145033.0,6447101,4817291,2.66,0.08,3.03,4.96
7/8/20,215286.0,12067186,5629.0,593137,158056.0,6605157,4868892,2.73,0.07,2.61,4.92
7/9/20,224596.0,12291782,5849.0,598986,134618.0,6739775,4953021,2.85,0.07,2.6,4.87
7/10/20,232881.0,12524663,5742.0,604728,139446.0,6879221,5040714,2.96,0.07,2.47,4.83
7/11/20,212820.0,12737483,5141.0,609869,125692.0,7004913,5122701,2.7,0.07,2.42,4.79
7/12/20,192932.0,12930415,4302.0,614171,111836.0,7116749,5199495,2.45,0.05,2.23,4.75
7/13/20,194478.0,13124893,4436.0,618607,140323.0,7257072,5249214,2.47,0.06,2.28,4.71
7/14/20,221027.0,13345920,5985.0,624592,142252.0,7399324,5322004,2.81,0.08,2.71,4.68
7/15/20,229786.0,13575706,5919.0,630511,159806.0,7559130,5386065,2.92,0.08,2.58,4.64
7/16/20,244912.0,13820618,6162.0,636673,152485.0,7711615,5472330,3.11,0.08,2.52,4.61
7/17/20,237420.0,14058038,7038.0,643711,183421.0,7895036,5519291,3.01,0.09,2.96,4.58
7/18/20,235341.0,14293379,6530.0,650241,150787.0,8045823,5597315,2.99,0.08,2.77,4.55
7/19/20,211891.0,14505270,4894.0,655135,88058.0,8133881,5716254,2.69,0.06,2.31,4.52
7/20/20,208144.0,14713414,3966.0,659101,159128.0,8293009,5761304,2.64,0.05,1.91,4.48
7/21/20,243021.0,14956435,6338.0,665439,174696.0,8467705,5823291,3.09,0.08,2.61,4.45
7/22/20,275356.0,15231791,7418.0,672857,179732.0,8647437,5911497,3.5,0.09,2.69,4.42
7/23/20,279631.0,15511422,6637.0,679494,176230.0,8823667,6008261,3.55,0.08,2.37,4.38
7/24/20,283506.0,15794928,6462.0,685956,228300.0,9051967,6057005,3.6,0.08,2.28,4.34
7/25/20,249557.0,16044485,6065.0,692021,219812.0,9271779,6080685,3.17,0.08,2.43,4.31
7/26/20,211809.0,16256294,4409.0,696430,143301.0,9415080,6144784,2.69,0.06,2.08,4.28
7/27/20,234386.0,16490680,5296.0,701726,171383.0,9586463,6202491,2.98,0.07,2.26,4.26
7/28/20,263887.0,16754567,6938.0,708664,170458.0,9756921,6288982,3.35,0.09,2.63,4.23
7/29/20,270234.0,17024801,6628.0,715292,202586.0,9959507,6350002,3.43,0.08,2.45,4.2
7/30/20,281781.0,17306582,6777.0,722069,213519.0,10173026,6411487,3.58,0.09,2.41,4.17
7/31/20,287462.0,17594044,6610.0,728679,199606.0,10372632,6492733,3.65,0.08,2.3,4.14
8/1/20,246271.0,17840315,5986.0,734665,180911.0,10553543,6552107,3.13,0.08,2.43,4.12
8/2/20,230611.0,18070926,4687.0,739352,138724.0,10692267,6639307,2.93,0.06,2.03,4.09
8/3/20,206057.0,18276983,4857.0,744209,222445.0,10914712,6618062,2.62,0.06,2.36,4.07
8/4/20,265304.0,18542287,7171.0,751380,223657.0,11138369,6652538,3.37,0.09,2.7,4.05
8/5/20,275156.0,18817443,7377.0,758757,221695.0,11360064,6698622,3.49,0.09,2.68,4.03
8/6/20,286702.0,19104145,6847.0,765604,188807.0,11548871,6789670,3.64,0.09,2.39,4.01
8/7/20,282434.0,19386579,6753.0,772357,192046.0,11740917,6873305,3.59,0.09,2.39,3.98
8/8/20,265227.0,19651806,6024.0,778381,200244.0,11941161,6932264,3.37,0.08,2.27,3.96
8/9/20,232995.0,19884801,5194.0,783575,178778.0,12119939,6981287,2.96,0.07,2.23,3.94
8/10/20,233212.0,20118013,5377.0,788952,164211.0,12284150,7044911,2.96,0.07,2.31,3.92
8/11/20,265563.0,20383576,6615.0,795567,305068.0,12589218,6998791,3.37,0.08,2.49,3.9
8/12/20,275070.0,20658646,6973.0,802540,240645.0,12829863,7026243,3.49,0.09,2.53,3.88
8/13/20,290094.0,20948740,6787.0,809327,163916.0,12993779,7145634,3.68,0.09,2.34,3.86
8/14/20,307073.0,21255813,6567.0,815894,283242.0,13277021,7162898,3.9,0.08,2.14,3.84
8/15/20,249026.0,21504839,6054.0,821948,168604.0,13445625,7237266,3.16,0.08,2.43,3.82
8/16/20,210041.0,21714880,4800.0,826748,232954.0,13678579,7209553,2.67,0.06,2.29,3.81
8/17/20,212882.0,21927762,4623.0,831371,211012.0,13889591,7206800,2.7,0.06,2.17,3.79
8/18/20,259404.0,22187166,7056.0,838427,227595.0,14117186,7231553,3.29,0.09,2.72,3.78
8/19/20,277474.0,22464640,6423.0,844850,217997.0,14335183,7284607,3.52,0.08,2.31,3.76
8/20/20,271479.0,22736119,6427.0,851277,207790.0,14542973,7341869,3.45,0.08,2.37,3.74
8/21/20,261953.0,22998072,5772.0,857049,168494.0,14711467,7429556,3.33,0.07,2.2,3.73
8/22/20,263529.0,23261601,5789.0,862838,209917.0,14921384,7477379,3.35,0.07,2.2,3.71
8/23/20,202759.0,23464360,4307.0,867145,216531.0,15137915,7459300,2.57,0.05,2.12,3.7
8/24/20,228100.0,23692460,4857.0,872002,199421.0,15337336,7483122,2.9,0.06,2.13,3.68
8/25/20,245208.0,23937668,6563.0,878565,231549.0,15568885,7490218,3.11,0.08,2.68,3.67
8/26/20,281691.0,24219359,6537.0,885102,225734.0,15794619,7539638,3.58,0.08,2.32,3.65
8/27/20,287263.0,24506622,6215.0,891317,207237.0,16001856,7613449,3.65,0.08,2.16,3.64
8/28/20,283939.0,24790561,5825.0,897142,199118.0,16200974,7692445,3.61,0.07,2.05,3.62
8/29/20,260734.0,25051295,5788.0,902930,211413.0,16412387,7735978,3.31,0.07,2.22,3.6
8/30/20,219738.0,25271033,4274.0,907204,210240.0,16622627,7741202,2.79,0.05,1.95,3.59
8/31/20,264307.0,25535340,4433.0,911637,200790.0,16823417,7800286,3.36,0.06,1.68,3.57
9/1/20,266884.0,25802224,6601.0,918238,257962.0,17081379,7802607,3.39,0.08,2.47,3.56
9/2/20,281890.0,26084114,6317.0,924555,219237.0,17300616,7858943,3.58,0.08,2.24,3.54
9/3/20,285430.0,26369544,6100.0,930655,221369.0,17521985,7916904,3.62,0.08,2.14,3.53
9/4/20,301732.0,26671276,5840.0,936495,213501.0,17735486,7999295,3.83,0.07,1.94,3.51
9/5/20,273721.0,26944997,5093.0,941588,200988.0,17936474,8066935,3.48,0.06,1.86,3.49
9/6/20,228998.0,27173995,4135.0,945723,211791.0,18148265,8080007,2.91,0.05,1.81,3.48
9/7/20,217283.0,27391278,9623.0,955346,197548.0,18345813,8090119,2.76,0.12,4.43,3.49
9/8/20,246512.0,27637790,5123.0,960469,201797.0,18547610,8129711,3.13,0.07,2.08,3.48
9/9/20,285310.0,27923100,6265.0,966734,240267.0,18787877,8168489,3.62,0.08,2.2,3.46
9/10/20,304393.0,28227493,6002.0,972736,216661.0,19004538,8250219,3.87,0.08,1.97,3.45
9/11/20,316362.0,28543855,5999.0,978735,223670.0,19228208,8336912,4.02,0.08,1.9,3.43
9/12/20,288725.0,28832580,5058.0,983793,222934.0,19451142,8397645,3.67,0.06,1.75,3.41
9/13/20,248835.0,29081415,3963.0,987756,187848.0,19638990,8454669,3.16,0.05,1.59,3.4
9/14/20,267140.0,29348555,4607.0,992363,228499.0,19867489,8488703,3.39,0.06,1.72,3.38
9/15/20,280552.0,29629107,6562.0,998925,226287.0,20093776,8536406,3.56,0.08,2.34,3.37
9/16/20,304952.0,29934059,5868.0,1004793,229477.0,20323253,8606013,3.87,0.07,1.92,3.36
9/17/20,315573.0,30249632,5648.0,1010441,220211.0,20543464,8695727,4.01,0.07,1.79,3.34
9/18/20,326646.0,30576278,5852.0,1016293,251149.0,20794613,8765372,4.15,0.07,1.79,3.32
9/19/20,293119.0,30869397,5273.0,1021566,236985.0,21031598,8816233,3.72,0.07,1.8,3.31
9/20/20,255129.0,31124526,3982.0,1025548,237077.0,21268675,8830303,3.24,0.05,1.56,3.29
9/21/20,259909.0,31384435,4428.0,1029976,245478.0,21514153,8840306,3.3,0.06,1.7,3.28
9/22/20,284319.0,31668754,6151.0,1036127,219393.0,21733546,8899081,3.61,0.08,2.16,3.27
9/23/20,311653.0,31980407,6551.0,1042678,263413.0,21996959,8940770,3.96,0.08,2.1,3.26
9/24/20,320953.0,32301360,5668.0,1048346,255670.0,22252629,9000385,4.08,0.07,1.77,3.25
9/25/20,330614.0,32631974,6017.0,1054363,239208.0,22491837,9085774,4.2,0.08,1.82,3.23
9/26/20,286111.0,32918085,5432.0,1059795,262143.0,22753980,9104310,3.63,0.07,1.9,3.22
9/27/20,246994.0,33165079,3885.0,1063680,213879.0,22967859,9133540,3.14,0.05,1.57,3.21
9/28/20,261249.0,33426328,4114.0,1067794,222542.0,23190401,9168133,3.32,0.05,1.57,3.19
9/29/20,282800.0,33709128,6048.0,1073842,241284.0,23431685,9203601,3.59,0.08,2.14,3.19
9/30/20,324547.0,34033675,6426.0,1080268,248218.0,23679903,9273504,4.12,0.08,1.98,3.17
10/1/20,319112.0,34352787,8894.0,1089162,221542.0,23901445,9362180,4.05,0.11,2.79,3.17
10/2/20,329505.0,34682292,5730.0,1094892,172285.0,24073730,9513670,4.18,0.07,1.74,3.16
10/3/20,297355.0,34979647,4784.0,1099676,255601.0,24329331,9550640,3.78,0.06,1.61,3.14
10/4/20,260532.0,35240179,4041.0,1103717,222159.0,24551490,9584972,3.31,0.05,1.55,3.13
10/5/20,311345.0,35551524,7089.0,1110806,237468.0,24788958,9651760,3.95,0.09,2.28,3.12
10/6/20,316123.0,35867647,5862.0,1116668,232626.0,25021584,9729395,4.01,0.07,1.85,3.11
10/7/20,349194.0,36216841,5921.0,1122589,255191.0,25276775,9817477,4.43,0.08,1.7,3.1
10/8/20,359321.0,36576162,6383.0,1128972,219506.0,25496281,9950909,4.56,0.08,1.78,3.09
10/9/20,360403.0,36936565,6180.0,1135152,206790.0,25703071,10098342,4.58,0.08,1.71,3.07
10/10/20,355524.0,37292089,4905.0,1140057,195405.0,25898476,10253556,4.51,0.06,1.38,3.06
10/11/20,289494.0,37581583,4195.0,1144252,222640.0,26121116,10316215,3.68,0.05,1.45,3.04
10/12/20,290025.0,37871608,4127.0,1148379,200119.0,26321235,10401994,3.68,0.05,1.42,3.03
10/13/20,319372.0,38190980,5349.0,1153728,192445.0,26513680,10523572,4.06,0.07,1.67,3.02
10/14/20,380784.0,38571764,6163.0,1159891,212285.0,26725965,10685908,4.84,0.08,1.62,3.01
10/15/20,406996.0,38978760,6209.0,1166100,207327.0,26933292,10879368,5.17,0.08,1.53,2.99
10/16/20,410520.0,39389280,6213.0,1172313,203014.0,27136306,11080661,5.21,0.08,1.51,2.98
10/17/20,372133.0,39761413,5727.0,1178040,198283.0,27334589,11248784,4.73,0.07,1.54,2.96
10/18/20,331243.0,40092656,3959.0,1181999,201511.0,27536100,11374557,4.21,0.05,1.2,2.95
10/19/20,374950.0,40467606,4842.0,1186841,202531.0,27738631,11542134,4.76,0.06,1.29,2.93
10/20/20,388874.0,40856480,6624.0,1193465,211447.0,27950078,11712937,4.94,0.08,1.7,2.92
10/21/20,439611.0,41296091,6903.0,1200368,211222.0,28161300,11934423,5.58,0.09,1.57,2.91
10/22/20,482077.0,41778168,5978.0,1206346,226793.0,28388093,12183729,6.12,0.08,1.24,2.89
10/23/20,493901.0,42272069,7104.0,1213450,206734.0,28594827,12463792,6.27,0.09,1.44,2.87
10/24/20,456345.0,42728414,5918.0,1219368,211581.0,28806408,12702638,5.79,0.08,1.3,2.85
10/25/20,358833.0,43087247,4365.0,1223733,197258.0,29003666,12859848,4.56,0.06,1.22,2.84
10/26/20,483044.0,43570291,5839.0,1229572,239135.0,29242801,13097918,6.13,0.07,1.21,2.82
10/27/20,468463.0,44038754,7386.0,1236958,589705.0,29832506,12969290,5.95,0.09,1.58,2.81
10/28/20,521769.0,44560523,7175.0,1244133,265962.0,30098468,13217922,6.63,0.09,1.38,2.79
10/29/20,551375.0,45111898,7237.0,1251370,246751.0,30345219,13515309,7.0,0.09,1.31,2.77
10/30/20,571742.0,45683640,7775.0,1259145,255774.0,30600993,13823502,7.26,0.1,1.36,2.76
10/31/20,472105.0,46155745,6671.0,1265816,244329.0,30845322,14044607,5.99,0.08,1.41,2.74
11/1/20,439189.0,46594934,5356.0,1271172,257947.0,31103269,14220493,5.58,0.07,1.22,2.73
11/2/20,548369.0,47143303,6457.0,1277629,280137.0,31383406,14482268,6.96,0.08,1.18,2.71
11/3/20,565514.0,47708817,9572.0,1287201,251573.0,31634979,14786637,7.18,0.12,1.69,2.7
11/4/20,492144.0,48200961,9893.0,1297094,279319.0,31914298,14989569,6.25,0.13,2.01,2.69
11/5/20,619334.0,48820295,8740.0,1305834,303655.0,32217953,15296508,7.86,0.11,1.41,2.67
11/6/20,623183.0,49443478,9156.0,1314990,288361.0,32506314,15622174,7.91,0.12,1.47,2.66
11/7/20,599191.0,50042669,7786.0,1322776,299016.0,32805330,15914563,7.61,0.1,1.3,2.64
11/8/20,490849.0,50533518,6401.0,1329177,253240.0,33058570,16145771,6.23,0.08,1.3,2.63
11/9/20,509806.0,51043324,7581.0,1336758,257053.0,33315623,16390943,6.47,0.1,1.49,2.62
11/10/20,570745.0,51614069,9775.0,1346533,257360.0,33572983,16694553,7.25,0.12,1.71,2.61
11/11/20,624665.0,52238734,10417.0,1356950,380224.0,33953207,16928577,7.93,0.13,1.67,2.6
11/12/20,640195.0,52878929,9715.0,1366665,226239.0,34179446,17332818,8.13,0.12,1.52,2.58
11/13/20,660934.0,53539863,9897.0,1376562,302132.0,34481578,17681723,8.39,0.13,1.5,2.57
11/14/20,587026.0,54126889,9169.0,1385731,277819.0,34759397,17981761,7.45,0.12,1.56,2.56
11/15/20,490228.0,54617117,6928.0,1392659,230760.0,34990157,18234301,6.23,0.09,1.41,2.55
11/16/20,525634.0,55142751,8054.0,1400713,390730.0,35380887,18361151,6.67,0.1,1.53,2.54
11/17/20,602312.0,55745063,10969.0,1411682,433591.0,35814478,18518903,7.65,0.14,1.82,2.53
11/18/20,622265.0,56367328,11466.0,1423148,363110.0,36177588,18766592,7.9,0.15,1.84,2.52
11/19/20,653986.0,57021314,11140.0,1434288,374299.0,36551887,19035139,8.3,0.14,1.7,2.52
11/20/20,674031.0,57695345,11778.0,1446066,355424.0,36907311,19341968,8.56,0.15,1.75,2.51
11/21/20,592571.0,58287916,9305.0,1455371,339270.0,37246581,19585964,7.52,0.12,1.57,2.5
11/22/20,498080.0,58785996,7669.0,1463040,273724.0,37520305,19802651,6.32,0.1,1.54,2.49
11/23/20,534010.0,59320006,8725.0,1471765,411213.0,37931518,19916723,6.78,0.11,1.63,2.48
11/24/20,590786.0,59910792,12511.0,1484276,372179.0,38303697,20122819,7.5,0.16,2.12,2.48
11/25/20,617079.0,60527871,11993.0,1496269,437410.0,38741107,20290495,7.84,0.15,1.94,2.47
11/26/20,589261.0,61117132,10942.0,1507211,366876.0,39107983,20501938,7.48,0.14,1.86,2.47
