,confirmed_daily_ehma,deaths_daily_ehma,recovered_daily_ehma,prevalence_daily_ehma,incidence_rate_ehma,mortality_ehma,cfr_daily_ehma,cfr_cumulative_ehma
1/22/20,745.1071428571429,14.535714285714286,16.32142857142857,2921.535714285714,0.01,0.0,1.9278571428571434,2.6025
1/23/20,918.6492048504055,17.745031325356436,16.541629886557303,3577.2530645297966,0.012623675244087012,0.0,1.9228909004308359,2.5352683218702703
1/24/20,1032.6319032058452,20.76910670268876,22.41610786586242,4282.7076274923975,0.013953919647802002,0.0,1.9736615335672092,2.484100291085531
1/25/20,1152.8800781748569,23.715880198374837,27.46092235750559,5065.432127456528,0.01560669783292038,0.0,2.007477488974509,2.4416494495344194
1/26/20,1423.6919826048793,29.879038892566093,39.46638879481182,6072.150796920278,0.019025071991323344,0.0,2.0336123474965278,2.4062746849466614
1/27/20,1646.1993206247275,34.7309149692759,51.288799844399,7242.788332681991,0.021824000777090655,0.0,2.0479622669205777,2.375246785546105
1/28/20,1875.7630584994831,38.778891693207285,65.98492453199013,8585.292676473871,0.024637048870684353,0.0,2.036815950512673,2.344397140988235
1/29/20,2083.9568745060706,42.461254157301205,83.07581748650149,10079.86478000033,0.027294095563037486,0.0,2.025584805336939,2.3145582538330096
1/30/20,2246.919737070849,45.68210862797945,104.10283806916998,11683.614526239062,0.029331831980964104,0.0,2.0264865522334228,2.2872040820143043
1/31/20,2393.8046290907528,49.06121307160422,132.2460864875138,13381.23462149934,0.03131192159121199,0.0,2.03990171163569,2.2640078396919403
2/1/20,2494.4784349906063,52.44930606476609,165.89097410806087,15128.297089278429,0.032460995749474426,0.0,2.088855106794177,2.2470167697861214
2/2/20,2574.488378796577,56.14184736193326,202.28504545877215,16908.926573106328,0.033422192960334975,0.0,2.1599745713751153,2.237023043005848
2/3/20,2625.423798882806,60.09640422219373,241.21116486447613,18697.83194606603,0.0339091972999245,0.0,2.267409016429247,2.2351302989969346
2/4/20,2639.1949712047945,63.84058202625732,281.24052630854527,20462.784011894368,0.03409301629307423,0.0,2.417476713979116,2.2419478294943196
2/5/20,2580.27461234528,64.42817127321493,312.34871147253943,22148.446817229407,0.03347581288443349,0.0,2.4757874653665644,2.253535008755638
2/6/20,2915.2607839082198,70.39587494737422,356.9148746995545,24135.1553065898,0.03772114782624019,0.0,2.4892679819809653,2.261449528805053
2/7/20,3236.0187997165713,76.60924698528892,426.4917695307358,26378.018702301684,0.041684683638301356,0.0,2.4933575573560702,2.2670941521289603
2/8/20,3413.2830033272953,82.52424179985661,497.43325068865266,28729.854269619304,0.04392671298942193,0.0,2.614363170523752,2.2750914339017787
2/9/20,3494.74699466555,86.98121460725963,570.7692210205955,31095.08304512674,0.045002496676787074,0.0,2.752986857970655,2.286285806989815
2/10/20,3508.231030571161,90.20392216569425,650.2620037859384,33403.39032229019,0.045297435160055514,0.0,2.900368592544597,2.3008340667500455
2/11/20,3473.2997406037007,93.66590220581925,732.5980656734107,35606.24410657528,0.044810102122491285,0.0,3.1196315077932306,2.3203512818901015
2/12/20,3371.209875040492,96.51886403446939,814.56325886403,37640.209313281455,0.043563128937407214,0.0,3.792793764637031,2.346252427476886
2/13/20,3229.7945071824543,99.15633655991961,901.5035102089689,39463.81168351985,0.04185582962404101,0.0,4.724136958413072,2.379262247853698
2/14/20,3068.3378184771313,98.43541046114719,954.3393852663116,41096.59378560736,0.039894395694746836,0.0,5.236230824331507,2.4154921337215733
2/15/20,2927.2506186650717,100.77505217769236,1067.8333407926682,42496.276271154275,0.03807685118119834,0.0,5.7460057334862995,2.4579947691153765
2/16/20,2768.205560878372,100.04522817665472,1129.1769346224035,43700.9384272338,0.03589305741697373,0.0,6.0129173323070475,2.503489787545489
2/17/20,2606.220754897501,101.07532885083991,1187.9634357923703,44708.37587147493,0.0337781938243676,0.0,6.752214565692462,2.554310178956378
2/18/20,2453.740809645283,101.23501065470299,1264.7736679868153,45510.53288375245,0.03176476589568004,0.0,7.312893307174577,2.6088347834436223
2/19/20,2314.5046709012067,100.33685114837546,1346.6499955344568,46116.01285748323,0.029871276616658487,0.0,7.662947943253585,2.665401981910925
